Partition,c,λ2,k,j,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"16 15 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,15,9,9,9,N,Winning,N,57,58,2,"[R0C15,R10C1] / [R1C14,R10C1]"
"17 15 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,15,9,9,3,N,Winning,N,57,59,1,"[R0C16,R1C14,R10C1]"
"18 15 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,15,9,9,9,N,Winning,N,59,60,1,"[R1C14,R10C1]"
"19 15 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,15,9,9,1,N,Winning,N,59,61,1,"[R0C18,R1C14,R10C1]"
"20 15 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,15,9,9,7,N,Winning,N,61,62,1,"[R1C14,R10C1]"
"16 16 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,16,9,9,2,N,Winning,N,59,59,1,"[R10C1]"
"17 16 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,16,9,9,5,N,Winning,N,59,60,1,"[R0C16,R10C1]"
"18 16 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,16,9,9,1,N,Winning,N,61,61,1,"[R10C1]"
"19 16 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,16,9,9,2,N,Winning,N,61,62,1,"[R0C18,R10C1]"
"20 16 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,16,9,9,3,N,Winning,N,63,63,1,"[R10C1]"
"17 17 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,17,9,9,1,N,Winning,N,61,61,1,"[R10C1]"
"18 17 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,17,9,9,7,N,Winning,N,61,62,2,"[R0C17,R10C1] / [R1C16,R10C1]"
"19 17 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,17,9,9,3,N,Winning,N,61,63,1,"[R0C18,R1C16,R10C1]"
"20 17 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,17,9,9,9,N,Winning,N,63,64,1,"[R1C16,R10C1]"
"18 18 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,18,9,9,3,N,Winning,N,63,63,1,"[R10C1]"
"19 18 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,18,9,9,4,N,Winning,N,63,64,1,"[R0C18,R10C1]"
"20 18 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,18,9,9,5,N,Winning,N,65,65,1,"[R10C1]"
"19 19 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,19,9,9,1,N,Winning,N,65,65,1,"[R10C1]"
"20 19 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,19,9,9,8,N,Winning,N,65,66,2,"[R0C19,R10C1] / [R1C18,R10C1]"
"20 20 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,20,9,9,3,N,Winning,N,67,67,1,"[R10C1]"
"2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",2,2,10,9,1,N,Winning,N,33,33,1,"[R20C0]"
"3 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",3,2,10,9,4,N,Winning,N,33,34,1,"[R0C2,R20C0]"
"4 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",4,2,10,9,2,N,Winning,N,35,35,1,"[R11C1]"
"5 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",5,2,10,9,5,N,Winning,N,35,36,1,"[R0C4,R11C1]"
"6 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",6,2,10,9,3,N,Winning,N,37,37,1,"[R11C1]"
"7 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,2,10,9,4,N,Winning,N,37,38,1,"[R0C6,R11C1]"
"8 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,2,10,9,3,N,Winning,N,39,39,1,"[R11C1]"
"9 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,2,10,9,4,N,Winning,N,39,40,1,"[R0C8,R11C1]"
"10 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,2,10,9,3,N,Winning,N,41,41,1,"[R11C1]"
"11 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,2,10,9,4,N,Winning,N,41,42,1,"[R0C10,R11C1]"
"12 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,2,10,9,1,N,Winning,N,43,43,1,"[R11C1]"
"13 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,2,10,9,3,N,Winning,N,43,44,1,"[R0C12,R11C1]"
"14 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,2,10,9,2,N,Winning,N,45,45,1,"[R11C1]"
"15 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,2,10,9,5,N,Winning,N,45,46,1,"[R0C14,R11C1]"
"16 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,2,10,9,1,N,Winning,N,47,47,1,"[R11C1]"
"17 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,2,10,9,4,N,Winning,N,47,48,1,"[R0C16,R11C1]"
"18 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,2,10,9,3,N,Winning,N,49,49,1,"[R11C1]"
"19 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,2,10,9,4,N,Winning,N,49,50,1,"[R0C18,R11C1]"
"20 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,2,10,9,1,N,Winning,N,51,51,1,"[R11C1]"
"3 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",3,3,10,9,1,N,Winning,N,35,35,1,"[R20C0]"
"4 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",4,3,10,9,10,N,Winning,N,35,36,2,"[R1C2,R11C1] / [R0C3,R20C0]"
"5 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",5,3,10,9,15,N,Winning,N,35,37,1,"[R0C4,R1C2,R11C1]"
"6 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",6,3,10,9,8,N,Winning,N,37,38,1,"[R1C2,R11C1]"
"7 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,3,10,9,15,N,Winning,N,37,39,1,"[R0C6,R1C2,R11C1]"
"8 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,3,10,9,8,N,Winning,N,39,40,1,"[R1C2,R11C1]"
"9 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,3,10,9,15,N,Winning,N,39,41,1,"[R0C8,R1C2,R11C1]"
"10 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,3,10,9,8,N,Winning,N,41,42,1,"[R1C2,R11C1]"
"11 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,3,10,9,5,N,Winning,N,41,43,1,"[R0C10,R1C2,R11C1]"
"12 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,3,10,9,8,N,Winning,N,43,44,1,"[R1C2,R11C1]"
"13 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,3,10,9,9,N,Winning,N,43,45,1,"[R0C12,R1C2,R11C1]"
"14 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,3,10,9,10,N,Winning,N,45,46,1,"[R1C2,R11C1]"
"15 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,3,10,9,6,N,Winning,N,45,47,1,"[R0C14,R1C2,R11C1]"
"16 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,3,10,9,9,N,Winning,N,47,48,1,"[R1C2,R11C1]"
"17 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,3,10,9,6,N,Winning,N,47,49,1,"[R0C16,R1C2,R11C1]"
"18 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,3,10,9,7,N,Winning,N,49,50,1,"[R1C2,R11C1]"
"19 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,3,10,9,11,N,Winning,N,49,51,1,"[R0C18,R1C2,R11C1]"
"20 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,3,10,9,7,N,Winning,N,51,52,1,"[R1C2,R11C1]"
"4 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",4,4,10,9,1,N,Winning,N,37,37,1,"[R20C0]"
"5 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",5,4,10,9,7,N,Winning,N,37,38,1,"[R0C4,R20C0]"
"6 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",6,4,10,9,1,N,Winning,N,39,39,1,"[R20C0]"
"7 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,4,10,9,6,N,Winning,N,39,40,1,"[R0C6,R20C0]"
"8 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,4,10,9,1,N,Winning,N,41,41,1,"[R20C0]"
"9 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,4,10,9,6,N,Winning,N,41,42,1,"[R0C8,R20C0]"
"10 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,4,10,9,1,N,Winning,N,43,43,1,"[R20C0]"
"11 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,4,10,9,7,N,Winning,N,43,44,1,"[R0C10,R20C0]"
"12 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,4,10,9,9,N,Winning,N,45,45,1,"[R20C0]"
"13 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,4,10,9,10,N,Winning,N,45,46,1,"[R0C12,R20C0]"
"14 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,4,10,9,5,N,Winning,N,47,47,1,"[R20C0]"
"15 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,4,10,9,7,N,Winning,N,47,48,1,"[R0C14,R20C0]"
"16 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,4,10,9,3,N,Winning,N,49,49,1,"[R20C0]"
"17 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,4,10,9,4,N,Winning,N,49,50,1,"[R0C16,R20C0]"
"18 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,4,10,9,2,N,Winning,N,51,51,1,"[R20C0]"
"19 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,4,10,9,4,N,Winning,N,51,52,1,"[R0C18,R20C0]"
"20 4 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,4,10,9,1,N,Winning,N,53,53,1,"[R20C0]"
"5 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",5,5,10,9,1,N,Winning,N,39,39,1,"[R20C0]"
"6 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",6,5,10,9,10,N,Winning,N,39,40,2,"[R0C5,R20C0] / [R1C4,R20C0]"
"7 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,5,10,9,15,N,Winning,N,39,41,1,"[R0C6,R1C4,R20C0]"
"8 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,5,10,9,10,N,Winning,N,41,42,1,"[R1C4,R20C0]"
"9 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,5,10,9,13,N,Winning,N,41,43,1,"[R0C8,R1C4,R20C0]"
"10 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,5,10,9,10,N,Winning,N,43,44,1,"[R1C4,R20C0]"
"11 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,5,10,9,11,N,Winning,N,43,45,1,"[R0C10,R1C4,R20C0]"
"12 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,5,10,9,3,N,Winning,N,45,46,1,"[R1C4,R20C0]"
"13 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,5,10,9,11,N,Winning,N,45,47,1,"[R0C12,R1C4,R20C0]"
"14 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,5,10,9,2,N,Winning,N,47,48,1,"[R1C4,R20C0]"
"15 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,5,10,9,4,N,Winning,N,47,49,1,"[R0C14,R1C4,R20C0]"
"16 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,5,10,9,9,N,Winning,N,49,50,1,"[R1C4,R20C0]"
"17 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,5,10,9,5,N,Winning,N,49,51,1,"[R0C16,R1C4,R20C0]"
"18 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,5,10,9,7,N,Winning,N,51,52,1,"[R1C4,R20C0]"
"19 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,5,10,9,8,N,Winning,N,51,53,1,"[R0C18,R1C4,R20C0]"
"20 5 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,5,10,9,2,N,Winning,N,53,54,1,"[R1C4,R20C0]"
"6 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",6,6,10,9,1,N,Winning,N,41,41,1,"[R20C0]"
"7 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,6,10,9,6,N,Winning,N,41,42,1,"[R0C6,R20C0]"
"8 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,6,10,9,3,N,Winning,N,43,43,1,"[R20C0]"
"9 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,6,10,9,6,N,Winning,N,43,44,1,"[R0C8,R20C0]"
"10 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,6,10,9,2,N,Winning,N,45,45,1,"[R20C0]"
"11 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,6,10,9,3,N,Winning,N,45,46,1,"[R0C10,R20C0]"
"12 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,6,10,9,5,N,Winning,N,47,47,1,"[R20C0]"
"13 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,6,10,9,12,N,Winning,N,47,48,1,"[R0C12,R20C0]"
"14 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,6,10,9,3,N,Winning,N,49,49,1,"[R20C0]"
"15 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,6,10,9,10,N,Winning,N,49,50,1,"[R0C14,R20C0]"
"16 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,6,10,9,1,N,Winning,N,51,51,1,"[R20C0]"
"17 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,6,10,9,2,N,Winning,N,51,52,1,"[R0C16,R20C0]"
"18 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,6,10,9,3,N,Winning,N,53,53,1,"[R20C0]"
"19 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,6,10,9,5,N,Winning,N,53,54,1,"[R0C18,R20C0]"
"20 6 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,6,10,9,6,N,Winning,N,55,55,1,"[R20C0]"
"7 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",7,7,10,9,1,N,Winning,N,43,43,1,"[R20C0]"
"8 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,7,10,9,10,N,Winning,N,43,44,2,"[R0C7,R20C0] / [R1C6,R20C0]"
"9 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,7,10,9,12,N,Winning,N,43,45,1,"[R0C8,R1C6,R20C0]"
"10 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,7,10,9,1,N,Winning,N,45,46,1,"[R1C6,R20C0]"
"11 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,7,10,9,9,N,Winning,N,45,47,1,"[R0C10,R1C6,R20C0]"
"12 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,7,10,9,6,N,Winning,N,47,48,1,"[R1C6,R20C0]"
"13 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,7,10,9,7,N,Winning,N,47,49,1,"[R0C12,R1C6,R20C0]"
"14 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,7,10,9,2,N,Winning,N,49,50,1,"[R1C6,R20C0]"
"15 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,7,10,9,11,N,Winning,N,49,51,1,"[R0C14,R1C6,R20C0]"
"16 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,7,10,9,12,N,Winning,N,51,52,1,"[R1C6,R20C0]"
"17 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,7,10,9,10,N,Winning,N,51,53,1,"[R0C16,R1C6,R20C0]"
"18 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,7,10,9,8,N,Winning,N,53,54,1,"[R1C6,R20C0]"
"19 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,7,10,9,6,N,Winning,N,53,55,1,"[R0C18,R1C6,R20C0]"
"20 7 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,7,10,9,2,N,Winning,N,55,56,1,"[R1C6,R20C0]"
"8 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",8,8,10,9,2,N,Winning,N,45,45,1,"[R20C0]"
"9 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,8,10,9,5,N,Winning,N,45,46,1,"[R0C8,R20C0]"
"10 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,8,10,9,4,N,Winning,N,47,47,1,"[R20C0]"
"11 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,8,10,9,6,N,Winning,N,47,48,1,"[R0C10,R20C0]"
"12 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,8,10,9,4,N,Winning,N,49,49,1,"[R20C0]"
"13 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,8,10,9,9,N,Winning,N,49,50,1,"[R0C12,R20C0]"
"14 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,8,10,9,1,N,Winning,N,51,51,1,"[R20C0]"
"15 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,8,10,9,3,N,Winning,N,51,52,1,"[R0C14,R20C0]"
"16 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,8,10,9,2,N,Winning,N,53,53,1,"[R20C0]"
"17 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,8,10,9,6,N,Winning,N,53,54,1,"[R0C16,R20C0]"
"18 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,8,10,9,13,N,Winning,N,55,55,1,"[R20C0]"
"19 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,8,10,9,9,N,Winning,N,55,56,1,"[R0C18,R20C0]"
"20 8 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,8,10,9,1,N,Winning,N,57,57,1,"[R20C0]"
"9 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",9,9,10,9,1,N,Winning,N,47,47,1,"[R20C0]"
"10 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,9,10,9,8,N,Winning,N,47,48,2,"[R0C9,R20C0] / [R1C8,R20C0]"
"11 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,9,10,9,1,N,Winning,N,47,49,1,"[R0C10,R1C8,R20C0]"
"12 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,9,10,9,7,N,Winning,N,49,50,1,"[R1C8,R20C0]"
"13 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,9,10,9,8,N,Winning,N,49,51,1,"[R0C12,R1C8,R20C0]"
"14 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,9,10,9,3,N,Winning,N,51,52,1,"[R1C8,R20C0]"
"15 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,9,10,9,4,N,Winning,N,51,53,1,"[R0C14,R1C8,R20C0]"
"16 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,9,10,9,5,N,Winning,N,53,54,1,"[R1C8,R20C0]"
"17 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,9,10,9,7,N,Winning,N,53,55,1,"[R0C16,R1C8,R20C0]"
"18 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,9,10,9,8,N,Winning,N,55,56,1,"[R1C8,R20C0]"
"19 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,9,10,9,6,N,Winning,N,55,57,1,"[R0C18,R1C8,R20C0]"
"20 9 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,9,10,9,5,N,Winning,N,57,58,1,"[R1C8,R20C0]"
"10 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",10,10,10,9,1,N,Winning,N,49,49,1,"[R20C0]"
"11 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,10,10,9,2,N,Winning,N,49,50,1,"[R0C10,R20C0]"
"12 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,10,10,9,3,N,Winning,N,51,51,1,"[R20C0]"
"13 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,10,10,9,4,N,Winning,N,51,52,1,"[R0C12,R20C0]"
"14 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,10,10,9,11,N,Winning,N,53,53,1,"[R20C0]"
"15 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,10,10,9,12,N,Winning,N,53,54,1,"[R0C14,R20C0]"
"16 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,10,10,9,2,N,Winning,N,55,55,1,"[R20C0]"
"17 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,10,10,9,1,N,Winning,N,55,56,1,"[R0C16,R20C0]"
"18 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,10,10,9,10,N,Winning,N,57,57,1,"[R20C0]"
"19 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,10,10,9,3,N,Winning,N,57,58,1,"[R0C18,R20C0]"
"20 10 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,10,10,9,4,N,Winning,N,59,59,1,"[R20C0]"
"11 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",11,11,10,9,4,N,Winning,N,51,51,1,"[R20C0]"
"12 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,11,10,9,5,N,Winning,N,51,52,2,"[R0C11,R20C0] / [R1C10,R20C0]"
"13 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,11,10,9,6,N,Winning,N,51,53,1,"[R0C12,R1C10,R20C0]"
"14 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,11,10,9,1,N,Winning,N,53,54,1,"[R1C10,R20C0]"
"15 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,11,10,9,8,N,Winning,N,53,55,1,"[R0C14,R1C10,R20C0]"
"16 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,11,10,9,5,N,Winning,N,55,56,1,"[R1C10,R20C0]"
"17 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,11,10,9,7,N,Winning,N,55,57,1,"[R0C16,R1C10,R20C0]"
"18 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,11,10,9,9,N,Winning,N,57,58,1,"[R1C10,R20C0]"
"19 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",19,11,10,9,4,N,Winning,N,57,59,1,"[R0C18,R1C10,R20C0]"
"20 11 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",20,11,10,9,8,N,Winning,N,59,60,1,"[R1C10,R20C0]"
"12 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",12,12,10,9,1,N,Winning,N,53,53,1,"[R20C0]"
"13 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",13,12,10,9,7,N,Winning,N,53,54,1,"[R0C12,R20C0]"
"14 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",14,12,10,9,8,N,Winning,N,55,55,1,"[R20C0]"
"15 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",15,12,10,9,10,N,Winning,N,55,56,1,"[R0C14,R20C0]"
"16 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",16,12,10,9,1,N,Winning,N,57,57,1,"[R20C0]"
"17 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",17,12,10,9,4,N,Winning,N,57,58,1,"[R0C16,R20C0]"
"18 12 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1",18,12,10,9,2,N,Winning,N,59,59,1,"[R20C0]"
